Status/Delivery Method,Capacity,Seats Taken,Seats Remaining,CRN,Course Code,Course Name,Credits,Class Days,Class Start Time,Class End Time,Class Location,Exam Days,Exam Start Time,Exam End Time,Exam Location,Instructor,Term Length
on campus,30,14,5,15832,LIT 2000,Introduction to Literature,3,M W F,11:30am,12:20pm,Merwin Hall 112,,,,,"Niner, P.",Full Term
on campus,30,13,5,14566,LIT 2000,Introduction to Literature,3,M W F,09:30am,10:20am,Merwin Hall 115,,,,,"Tullo, K.",Full Term
on campus,30,5,5,14540,LIT 2000,Introduction to Literature,3,M W F,12:30pm,01:20pm,Whitaker Hall 129,,,,,"Taylor, A.",Full Term
on campus,30,20,5,14534,LIT 2000,Introduction to Literature,3,T R,07:30am,08:45am,Merwin Hall 111,,,,,"Wright, B.",Full Term
on campus,30,6,5,14522,LIT 2000,Introduction to Literature,3,M W F,10:30am,11:20am,Merwin Hall 116,,,,,"Bishop, L.",Full Term
closed,30,0,5,12426,LIT 2000,Introduction to Literature,3,,,,Online (Virtual),,,,,"Rowland, L.",Full Term
on campus,30,7,5,10660,LIT 2000,Introduction to Literature,3,T R,09:00am,10:15am,Griffin Hall 114,,,,,"Wright, B.",Full Term
distance learning,25,1,5,15292,LIT 2000,Introduction to Literature,3,,,,Online (Virtual),,,,,"Taylor, A.",Session B
distance learning,30,2,5,10651,LIT 2000,Introduction to Literature,3,,,,Online (Virtual),,,,,"Vallier, E.",Full Term
closed,30,0,5,13986,LIT 2000,Introduction to Literature,3,,,,Online (Virtual),,,,,"Rowland, L.",Full Term
closed,25,0,1,14599,LIT 2110,Intro to World Lit & Culture I,3,,,,Online (Virtual),,,,,"Cheema, Z.",Full Term
distance learning,25,13,5,14600,LIT 2120,Intro to World Lit & Cultur II,3,,,,Online (Virtual),,,,,"Roy, A.",Full Term
on campus,30,13,5,15498,LIT 3400,Interdisciplinary Topics,3,T R,03:00pm,04:15pm,Merwin Hall 218,R,12:30pm,02:45pm,Merwin Hall 218,"Roy, A.",Full Term
closed,25,0,2,15502,LIT 4104,Literary Studies pre-1800,3,,,,Online (Virtual),,,,,"Cheema, Z.",Full Term
closed,25,0,4,15482,LIT 4493,Politics and Literature,3,T R,01:30pm,02:45pm,Merwin Hall 102,T,12:30pm,02:45pm,Merwin Hall 103,"Mendible, M.",Full Term
on campus,25,9,5,15500,LIT 4930,Sel  Topics in Lit Studies,3,T R,12:00pm,01:15pm,Academic Building Nine 207,R,10:00am,12:15pm,Academic Building Nine 207,"Roy, A.",Full Term
distance learning,15,8,5,15503,LIT 6146,Studies in World Lit pre-1800,3,,,,Online (Virtual),,,,,"Cheema, Z.",Full Term
on campus,30,20,0,12414,MAA 4227,Analysis II,3,T R,12:00pm,01:15pm,Griffin Hall 205,,,,,"Brooks, C.",Full Term
on campus,60,30,10,14292,MAC 1105,College Algebra,3,M W F,02:30pm,03:20pm,Griffin Hall 172,S,12:30pm,02:45pm,Griffin Hall 172,"huynh, t.",Full Term
on campus,60,9,10,16211,MAC 1105,College Algebra,3,M W F,08:30am,09:20am,Marieb Hall 100,F,07:30am,09:45am,Marieb Hall 100,"Marino, K.",Full Term
closed,60,0,10,13452,MAC 1105,College Algebra,3,M W F,11:30am,12:20pm,University Library Classroom 121,S,10:00am,12:15pm,Holmes Engineering 224,"Marino, K.",Full Term
closed,60,0,5,13449,MAC 1105,College Algebra,3,T R,01:30pm,02:45pm,Seidler Hall 114,T,12:30pm,02:45pm,Seidler Hall 114,"Chionilos, A.",Full Term
closed,60,0,10,10355,MAC 1105,College Algebra,3,M W F,10:30am,11:20am,University Library Classroom 121,W,10:00am,12:15pm,University Library Classroom 121,"Marino, K.",Full Term
on campus,35,35,5,16307,MAC 1105,College Algebra,3,T R,03:00pm,04:15pm,Marieb Hall 100,R,08:15pm,10:30pm,Marieb Hall 100,"huynh, t.",Full Term
closed,60,0,4,10345,MAC 1105,College Algebra,3,T R,12:00pm,01:15pm,Marieb Hall 100,R,10:00am,12:15pm,Marieb Hall 100,"Chionilos, A.",Full Term
on campus,60,44,10,16210,MAC 1105,College Algebra,3,M W F,02:30pm,03:20pm,Lutgert Hall 1201,S,12:30pm,02:45pm,Lutgert Hall 1201,"Spence, P.",Full Term
closed,60,0,10,10348,MAC 1105,College Algebra,3,M W F,12:30pm,01:20pm,Seidler Hall 114,F,10:00am,12:15pm,Seidler Hall 114,"Marino, K.",Full Term
closed,60,0,8,10298,MAC 1105,College Algebra,3,T R,09:00am,10:15am,Marieb Hall 100,,,,,"Benvie, A.",Full Term
closed,60,0,0,10299,MAC 1105,College Algebra,3,T R,10:30am,11:45am,University Library Classroom 121,,,,,"Benvie, A.",Full Term
closed,60,0,0,10300,MAC 1105,College Algebra,3,,,,Online (Virtual),,,,,"Legge, N.",Full Term
on campus,60,4,10,10354,MAC 1105,College Algebra,3,M W F,01:30pm,02:20pm,University Library Classroom 121,W,12:30pm,02:45pm,University Library Classroom 121,"huynh, t.",Full Term
on campus,35,25,7,13441,MAC 1147,Precalculus,4,M W F,09:00am,10:15am,Whitaker Hall 101,S,07:30am,09:45am,Whitaker Hall 101,"Spence, P.",Full Term
on campus,35,8,7,10314,MAC 1147,Precalculus,4,M W F,01:30pm,02:45pm,Sugden Resort &Hospitality Mgt 114,W,12:30pm,02:45pm,Sugden Resort &Hospitality Mgt 114,"Maldonado, S.",Full Term
on campus,35,11,0,13442,MAC 1147,Precalculus,4,T R,03:30pm,05:15pm,Marieb Hall 214,R,03:00pm,05:15pm,Marieb Hall 214,"Huffman, T.",Full Term
closed,35,0,7,10352,MAC 1147,Precalculus,4,M W F,09:00am,10:15am,University Library Classroom 467,S,07:30am,09:45am,Griffin Hall 215,"Lindsey, C.",Full Term
closed,35,0,7,10324,MAC 1147,Precalculus,4,T R,11:30am,01:15pm,Whitaker Hall 129,R,10:00am,12:15pm,Whitaker Hall 129,"Huffman, T.",Full Term
on campus,35,10,7,10323,MAC 1147,Precalculus,4,T R,09:30am,11:15am,Merwin Hall 228,T,10:00am,12:15pm,Merwin Hall 228,"Huffman, T.",Full Term
closed,35,0,5,10318,MAC 1147,Precalculus,4,T R,01:30pm,03:15pm,Reed Hall 146,R,12:30pm,02:45pm,Reed Hall 146,"Morgan, R.",Full Term
on campus,35,6,7,10313,MAC 1147,Precalculus,4,M W F,10:30am,11:45am,University Library Classroom 464,W,10:00am,12:15pm,University Library Classroom 464,"Maldonado, S.",Full Term
closed,35,0,4,10312,MAC 1147,Precalculus,4,T R,03:30pm,05:15pm,Whitaker Hall 129,R,03:00pm,05:15pm,Whitaker Hall 129,"Morgan, R.",Full Term
on campus,35,5,7,10310,MAC 1147,Precalculus,4,M W F,10:30am,11:45am,Merwin Hall 212,W,10:00am,12:15pm,Merwin Hall 212,"Myrin, P.",Full Term
on campus,35,1,7,15226,MAC 1147,Precalculus,4,T R,07:30am,09:15am,Merwin Hall 103,T,07:30am,09:45am,Merwin Hall 103,"Neubek, M.",Full Term
on campus,35,13,10,15210,MAC 1147,Precalculus,4,M W F,09:00am,10:15am,University Library Classroom 464,S,07:30am,09:45am,Griffin Hall 107,"Maldonado, S.",Full Term
off campus,30,17,0,15001,MAC 1147,Precalculus,4,M T W R,08:55am,09:42am,Bonita Springs High School,,,,,"Vincent, H.",Full Term
on campus,60,10,10,14278,MAC 2233,Elementary Calculus I,3,M W F,11:30am,12:20pm,Griffin Hall 172,S,10:00am,12:15pm,Griffin Hall 172,"Adenbaum, B.",Full Term
closed,60,0,0,10246,MAC 2233,Elementary Calculus I,3,T R,01:30pm,02:45pm,Marieb Hall 100,T,12:30pm,02:45pm,Marieb Hall 100,"Legge, N.",Full Term
closed,60,0,1,10245,MAC 2233,Elementary Calculus I,3,T R,10:30am,11:45am,Marieb Hall 100,T,10:00am,12:15pm,Marieb Hall 100,"Legge, N.",Full Term
closed,60,0,0,10244,MAC 2233,Elementary Calculus I,3,T R,12:00pm,01:15pm,Seidler Hall 114,,,,,"Benvie, A.",Full Term
on campus,60,8,10,10254,MAC 2233,Elementary Calculus I,3,M W F,10:30am,11:20am,Griffin Hall 107,W,10:00am,12:15pm,Griffin Hall 107,"Adenbaum, B.",Full Term
on campus,60,45,10,16271,MAC 2233,Elementary Calculus I,3,M W F,01:30pm,02:20pm,Griffin Hall 107,W,12:30pm,02:45pm,Griffin Hall 107,"Myrin, P.",Full Term
closed,35,0,7,13444,MAC 2311,Calculus I,4,M W F,01:30pm,02:45pm,Merwin Hall 115,W,12:30pm,02:45pm,Merwin Hall 115,"Sinha Roy, S.",Full Term
closed,35,0,5,10273,MAC 2311,Calculus I,4,M W F,12:00pm,01:15pm,Merwin Hall 125,S,10:00am,12:15pm,Merwin Hall 125,"Sinha Roy, S.",Full Term
off campus,30,20,0,16042,MAC 2311,Calculus I,4,M T W R,09:47am,10:34am,Bonita Springs High School,,,,,"Vincent, H.",Full Term
on campus,35,30,7,10268,MAC 2311,Calculus I,4,T R,11:30am,01:15pm,Merwin Hall 228,R,10:00am,12:15pm,Merwin Hall 228,"Ellis, J.",Full Term
on campus,35,1,7,10295,MAC 2311,Calculus I,4,M W F,03:00pm,04:15pm,Merwin Hall 111,S,12:30pm,02:45pm,Merwin Hall 111,"Schnackenberg, F.",Full Term
closed,35,0,5,10305,MAC 2311,Calculus I,4,M W F,10:30am,11:45am,Merwin Hall 125,W,10:00am,12:15pm,Merwin Hall 125,"Bianco, N.",Full Term
closed,35,0,0,15680,MAC 2311,Calculus I,4,T R,01:30pm,03:15pm,Lucas Hall 325,R,12:30pm,02:45pm,Lucas Hall 325,"Johnson, B.",Full Term
closed,35,0,2,12415,MAC 2311,Calculus I,4,T R,01:30pm,03:15pm,Marieb Hall 214,R,12:30pm,02:45pm,Marieb Hall 214,"Huffman, T.",Full Term
closed,35,0,7,12417,MAC 2311,Calculus I,4,T R,09:30am,11:15am,Whitaker Hall 129,T,10:00am,12:15pm,Whitaker Hall 129,"Schnackenberg, F.",Full Term
on campus,30,13,0,14495,MAC 2311,Hnrs:Calculus I,4,M W F,09:00am,10:15am,Griffin Hall 111,S,07:30am,09:45am,Griffin Hall 111,"Condori, A.",Full Term
on campus,35,1,7,10309,MAC 2311,Calculus I,4,M W F,09:00am,10:15am,Whitaker Hall 129,S,07:30am,09:45am,Whitaker Hall 129,"Schnackenberg, F.",Full Term
closed,35,0,7,11664,MAC 2312,Calculus II,4,M W F,12:00pm,01:15pm,University Library Classroom 467,S,10:00am,12:15pm,Merwin Hall 110,"Bianco, N.",Full Term
on campus,35,2,5,10263,MAC 2312,Calculus II,4,T R,01:30pm,03:15pm,Whitaker Hall 129,R,12:30pm,02:45pm,Whitaker Hall 129,"Beatty, T.",Full Term
closed,35,0,6,10266,MAC 2312,Calculus II,4,M W F,01:30pm,02:45pm,Merwin Hall 124,W,12:30pm,02:45pm,Merwin Hall 124,"Bianco, N.",Full Term
on campus,35,11,7,13447,MAC 2312,Calculus II,4,T R,09:30am,11:15am,Holmes Engineering 224,T,10:00am,12:15pm,Holmes Engineering 224,"Kern, D.",Full Term
on campus,35,16,7,16154,MAC 2312,Calculus II,4,T R,03:30pm,05:15pm,Merwin Hall 112,R,03:00pm,05:15pm,Merwin Hall 112,"Bianco, N.",Full Term
on campus,35,1,7,13124,MAC 2313,Calculus III,4,T R,11:30am,01:15pm,Sugden Resort &Hospitality Mgt 114,R,10:00am,12:15pm,Sugden Resort &Hospitality Mgt 114,"Feng, P.",Full Term
on campus,35,2,7,10249,MAC 2313,Calculus III,4,M W F,01:30pm,02:45pm,University Library Classroom 467,W,12:30pm,02:45pm,University Library Classroom 467,"Lindsey, C.",Full Term
on campus,35,1,7,10280,MAC 2313,Calculus III,4,T R,01:30pm,03:15pm,Reed Hall 139,R,12:30pm,02:45pm,Reed Hall 139,"Feng, P.",Full Term
closed,35,0,6,10293,MAD 3107,Discrete Mathematics,3,M W F,01:30pm,02:20pm,University Library Classroom 410,W,12:30pm,02:45pm,University Library Classroom 410,"Schnackenberg, F.",Full Term
on campus,35,23,7,13464,MAD 3107,Discrete Mathematics,3,M W F,12:30pm,01:20pm,Griffin Hall 215,F,10:00am,12:15pm,Griffin Hall 215,"Sullivan, S.",Full Term
on campus,35,35,0,15700,MAD 4109,Advanced Discrete Mathematics,3,M W F,10:30am,11:20am,Whitaker Hall 101,W,10:00am,12:15pm,Whitaker Hall 101,"Sullivan, S.",Full Term
on campus,20,15,0,11841,MAE 4152,Math Methods: 6-12 Grades,3,W,04:30pm,07:15pm,Merwin Hall 231,,,,,STAFF,Full Term
on campus,35,6,0,11843,MAE 4310,Math Content & Processes,3,M,05:30pm,08:15pm,Merwin Hall 228,,,,,"Koklu, O.",Full Term
on campus,35,6,0,12842,MAE 4310,Math Content & Processes,3,M,05:30pm,08:15pm,Merwin Hall 228,,,,,"Koklu, O.",Full Term
off campus,15,15,0,11845,MAE 4940,Internship: Mathematics Educ.,9,,,,Off Campus Site TBA TBA,,,,,"Fry, M.",Full Term
off campus,10,10,0,14149,MAE 4942,Integr Field Experience: Math,3,T W,07:00am,04:00pm,Off Campus Site TBA TBA,,,,,"Reynolds, E.",Full Term
distance learning,15,14,0,11847,MAE 6336,Math Med: 6-12,3,W,04:30pm,07:15pm,Online (Virtual),,,,,STAFF,Full Term
distance learning,50,19,5,11176,MAN 3025,Principles of Management,3,,,,Online (Virtual),,,,,STAFF,Session B
closed,50,0,5,15312,MAN 3025,Principles of Management,3,,,,Online (Virtual),,,,,STAFF,Session A
closed,50,0,3,14560,MAN 3025,Principles of Management,3,,,,Online (Virtual),,,,,"Baskin, M.",Session B
closed,50,0,0,12625,MAN 3025,Principles of Management,3,,,,Online (Virtual),,,,,"Schoenfeld, G.",Session A
on campus,50,3,5,11175,MAN 3025,Principles of Management,3,M W F,11:30am,12:20pm,Sugden Resort &Hospitality Mgt 111,S,10:00am,12:15pm,Sugden Resort &Hospitality Mgt 111,STAFF,Full Term
distance learning,50,2,0,13979,MAN 3025,Principles of Management,3,,,,Online (Virtual),,,,,"Johnson, C.",Session B
closed,50,0,5,11177,MAN 3025,Principles of Management,3,,,,Online (Virtual),,,,,"Musselman, K.",Full Term
closed,50,0,4,13831,MAN 3025,Principles of Management,3,,,,Online (Virtual),,,,,"Musselman, K.",Full Term
on campus,40,9,0,14593,MAN 3033,Mgmt. Analysis Lead. & Control,3,T R,01:30pm,02:45pm,Griffin Hall 215,T,12:30pm,02:45pm,Griffin Hall 215,"Randall, C.",Full Term
on campus,40,12,0,15351,MAN 3046,Leading Teams,3,T R,09:00am,10:15am,Sugden Resort &Hospitality Mgt 110,R,07:30am,09:45am,Sugden Resort &Hospitality Mgt 110,"Liu, J.",Full Term
on campus,40,10,0,13709,MAN 3201,Organizational Theory & Change,3,M,01:30pm,04:15pm,Sugden Resort &Hospitality Mgt 110,F,12:30pm,02:45pm,Sugden Resort &Hospitality Mgt 110,"Bajaba, S.",Full Term
on campus,40,11,0,13711,MAN 3201,Organizational Theory & Change,3,T R,10:30am,11:45am,Lutgert Hall 1204,T,10:00am,12:15pm,Lutgert Hall 1204,"Knoche, H.",Full Term
closed,40,0,0,15311,MAN 3201,Organizational Theory & Change,3,,,,Online (Virtual),,,,,"Bajaba, S.",Session B
closed,45,0,0,11185,MAN 3301,Human Resource Management,3,T R,01:30pm,02:45pm,Lutgert Hall 1204,T,12:30pm,02:45pm,Lutgert Hall 1204,"Schoenfeld, G.",Full Term
closed,45,0,0,14562,MAN 3301,Human Resource Management,3,,,,Online (Virtual),,,,,"Schoenfeld, G.",Session B
on campus,30,23,0,16280,MAN 3301,Human Resource Management,3,W,03:00pm,04:15pm,Lutgert Hall 2208,W,08:15pm,10:30pm,Lutgert Hall 2208,"Baskin, M.",Full Term
distance learning,50,4,0,12077,MAN 3320,Employee Staffing,3,,,,Online (Virtual),,,,,"Mandeville, A.",Full Term
closed,45,0,0,11188,MAN 3600,International Business,3,T,12:00pm,01:15pm,Sugden Resort &Hospitality Mgt 111,T,08:15pm,10:30pm,Sugden Resort &Hospitality Mgt 111,"Brady, K.",Full Term
on campus,45,7,0,11189,MAN 3600,International Business,3,R,12:00pm,01:15pm,Sugden Resort &Hospitality Mgt 111,R,08:15pm,10:30pm,Sugden Resort &Hospitality Mgt 111,"Brady, K.",Full Term
closed,40,0,0,13785,MAN 3623,Global Org. Behavior & Ethics,3,,,,Online (Virtual),,,,,"Ruehle, C.",Full Term
on campus,40,8,0,13843,MAN 3623,Global Org. Behavior & Ethics,3,W,04:30pm,07:15pm,Marieb Hall 100,W,03:00pm,05:15pm,Marieb Hall 100,"Dent, E.",Full Term
closed,38,0,0,13844,MAN 3623,Global Org. Behavior & Ethics,3,,,,Online (Virtual),,,,,"Manegold, J.",Session A
on campus,40,25,0,11191,MAN 4143,Leadership,3,W,01:30pm,02:45pm,Lutgert Hall 2208,W,08:15pm,10:30pm,Lutgert Hall 1204,"Mandeville, A.",Full Term
distance learning,40,30,0,13812,MAN 4625,Global Human Resource Mgt,3,,,,Online (Virtual),,,,,"Liu, J.",Full Term
distance learning,40,20,0,15308,MAN 4625,Global Human Resource Mgt,3,,,,Online (Virtual),,,,,"Liu, J.",Full Term
on campus,30,15,0,11195,MAN 4720,Integrated Management Capstone,3,M W F,12:30pm,01:20pm,Lutgert Hall 2208,,,,,"Musselman, K.",Full Term
closed,29,0,0,11196,MAN 4720,Integrated Management Capstone,3,,,,Online (Virtual),,,,,"Leah, J.",Session B
on campus,30,6,0,11194,MAN 4720,Integrated Management Capstone,3,M W F,11:30am,12:20pm,Lutgert Hall 2208,,,,,"Musselman, K.",Full Term
closed,30,0,0,11193,MAN 4720,Integrated Management Capstone,3,T R,03:00pm,04:15pm,Lutgert Hall 1202,,,,,"Leah, J.",Full Term
off campus,20,19,0,12107,MAN 4941,Management Internship,3,,,,Off Campus Site TBA TBA,,,,,"Manegold, J.",Full Term
on campus,30,10,5,11199,MAN 6266,Strategic Leadership,3,T,05:30pm,08:15pm,Lutgert Hall 2201,T,05:45pm,08:00pm,Lutgert Hall 2201,"Dent, E.",Full Term
distance learning,100,44,20,14230,MAN 6266,Strategic Leadership,3,,,,Online (Virtual),,,,,"Manegold, J.",Session I (7 weeks)
distance learning,24,10,5,15353,MAN 6289,Org Development & Change,3,M W,05:30pm,08:15pm,Online (Virtual),,,,,"Bajaba, S.",Session A
closed,100,0,2,13983,MAN 6607,Global Organization Issues,3,,,,Online (Virtual),,,,,"Leah, J.",Session I (7 weeks)
distance learning,24,2,5,15354,MAN 6607,Global Organization Issues,3,,,,Online (Virtual),,,,,"Leah, J.",Session B
off campus,5,5,0,15313,MAN 6946,Management Internship,3,,,,Off Campus Site TBA TBA,,,,,"Manegold, J.",Full Term
closed,41,0,4,13421,MAP 2302,Differential Equations,3,T R,09:00am,10:15am,Sugden Resort &Hospitality Mgt 114,,,,,"Feng, P.",Full Term
closed,38,0,7,13467,MAP 2302,Differential Equations,3,M W F,03:30pm,04:20pm,University Library Classroom 121,F,12:30pm,02:45pm,University Library Classroom 121,"Lindsey, C.",Full Term
closed,35,0,5,13474,MAP 2302,Differential Equations,3,T R,10:30am,11:45am,Merwin Hall 102,T,10:00am,12:15pm,Merwin Hall 102,"Papkov, G.",Full Term
on campus,25,13,0,13476,MAP 3163,Operations Research I,3,T R,10:30am,11:45am,Merwin Hall 116,T,10:00am,12:15pm,Merwin Hall 116,"Chowdhury, F.",Full Term
on campus,20,2,0,16104,MAP 4341,Partial Differential Equations,3,T R,03:00pm,04:15pm,Merwin Hall 219,,,,,"Kern, D.",Full Term
distance learning,10,10,0,12411,MAP 5316,Differential Equations I,3,T R,06:00pm,07:15pm,Online (Virtual),,,,,"Feng, P.",Full Term
on campus,35,33,0,14442,MAP 6436,Topics in Applied Mathematics,3,T R,07:30pm,08:45pm,Merwin Hall 121,,,,,"Beatty, T.",Full Term
closed,50,0,0,11211,MAR 3023,Introduction to Marketing,3,T R,01:30pm,02:45pm,Lutgert Hall 1202,T,12:30pm,02:45pm,Lutgert Hall 1202,"Song, Y.",Full Term
closed,40,0,0,15305,MAR 3023,Introduction to Marketing,3,,,,Online (Virtual),,,,,"Song, Y.",Full Term
closed,50,0,0,11209,MAR 3023,Introduction to Marketing,3,T R,12:00pm,01:15pm,Lutgert Hall 1202,R,10:00am,12:15pm,Lutgert Hall 1202,"Song, Y.",Full Term
closed,40,0,0,15304,MAR 3023,Introduction to Marketing,3,,,,Online (Virtual),,,,,"Case, F.",Full Term
closed,50,0,5,14710,MAR 3023,Introduction to Marketing,3,M,04:30pm,07:15pm,Lutgert Hall 1202,F,03:00pm,05:15pm,Lutgert Hall 1202,"Eastman, J.",Full Term
closed,50,0,4,12588,MAR 3023,Introduction to Marketing,3,R,04:30pm,07:15pm,Lutgert Hall 1202,R,03:00pm,05:15pm,Lutgert Hall 1202,"Park, T.",Full Term
closed,50,0,5,14275,MAR 3023,Introduction to Marketing,3,W,04:30pm,07:15pm,Lutgert Hall 1202,W,03:00pm,05:15pm,Lutgert Hall 1202,"Case, F.",Full Term
closed,50,0,3,13848,MAR 3023,Introduction to Marketing,3,T,04:30pm,07:15pm,Lutgert Hall 1201,T,03:00pm,05:15pm,Lutgert Hall 1201,"Park, T.",Full Term
closed,50,0,5,11208,MAR 3023,Introduction to Marketing,3,M,07:30pm,10:15pm,Lutgert Hall 1201,F,05:45pm,08:00pm,Lutgert Hall 1201,"Case, F.",Full Term
closed,40,0,0,11213,MAR 3235,Social Media Marketing,3,T R,03:00pm,04:15pm,Lutgert Hall 2208,R,12:30pm,02:45pm,Lutgert Hall 2208,"Gligor, N.",Full Term
closed,40,0,0,15306,MAR 3235,Social Media Marketing,3,,,,Online (Virtual),,,,,"Gligor, N.",Full Term
closed,40,0,0,12589,MAR 3400,Professional Selling,3,R,04:30pm,07:15pm,Lutgert Hall 2208,R,03:00pm,05:15pm,Lutgert Hall 2208,"Baker, B.",Full Term
closed,40,0,0,11216,MAR 3503,Consumer Behavior,3,,,,Online (Virtual),,,,,"Tran, G.",Session A
closed,50,0,0,12855,MAR 3503,Consumer Behavior,3,T R,10:30am,11:45am,Lutgert Hall 1202,T,10:00am,12:15pm,Lutgert Hall 1202,"Tran, G.",Full Term
closed,46,0,0,11217,MAR 4156,International Marketing,3,T R,12:00pm,01:15pm,Lutgert Hall 1203,R,10:00am,12:15pm,Lutgert Hall 1203,"Gligor, N.",Full Term
closed,42,0,0,14209,MAR 4156,International Marketing,3,,,,Online (Virtual),,,,,"Gligor, N.",Full Term
on campus,40,18,0,13712,MAR 4415,Advanced Professional Selling,3,T R,01:30pm,02:45pm,Lutgert Hall 2208,T,12:30pm,02:45pm,Lutgert Hall 2208,"Baker, B.",Full Term
closed,45,0,0,11221,MAR 4613,Marketing Research,3,M,01:30pm,04:15pm,Lutgert Hall 1206,F,12:30pm,02:45pm,Lutgert Hall 1206,"Case, F.",Full Term
closed,30,0,0,14594,MAR 4674,Marketing Analytics,3,,,,Online (Virtual),,,,,"Maher, A.",Full Term
closed,29,0,0,15968,MAR 4804,Market Strategy,3,,,,Online (Virtual),,,,,"Aboulnasr, K.",Session B
closed,30,0,0,11223,MAR 4804,Market Strategy,3,T,04:30pm,07:15pm,Lutgert Hall 1202,T,03:00pm,05:15pm,Lutgert Hall 1202,STAFF,Full Term
closed,49,0,0,14208,MAR 4832,Product & Brand Management,3,W,04:30pm,07:15pm,Lutgert Hall 1204,W,03:00pm,05:15pm,Lutgert Hall 1204,"Lewis, K.",Full Term
closed,49,0,0,16027,MAR 4832,Product & Brand Management,3,T R,03:00pm,04:15pm,Lutgert Hall 1201,R,12:30pm,02:45pm,Lutgert Hall 1201,"Lewis, K.",Full Term
on campus,50,5,0,12856,MAR 4841,Services Marketing,3,W,03:00pm,04:15pm,Lutgert Hall 1204,W,08:15pm,10:30pm,Seidler Hall 114,"Maher, A.",Full Term
closed,50,0,0,12592,MAR 4841,Services Marketing,3,W,01:30pm,02:45pm,Lutgert Hall 1204,W,08:15pm,10:30pm,Seidler Hall 114,"Maher, A.",Full Term
closed,42,0,0,12593,MAR 4860,Customer Relationship Mngmt.,3,,,,Online (Virtual),,,,,"Baker, B.",Full Term
on campus,40,14,0,15937,MAR 4930,ST:AI Powered Marketing,3,W,05:30pm,08:15pm,Lutgert Hall 2208,W,05:45pm,08:00pm,Lutgert Hall 2208,STAFF,Full Term
closed,40,0,0,16037,MAR 4930,"ST:Entertainmnt,SportsBranding",3,T R,01:30pm,02:45pm,Lutgert Hall 1201,T,12:30pm,02:45pm,Lutgert Hall 1201,"Lewis, K.",Full Term
off campus,20,20,0,12108,MAR 4944,Internship in Marketing,3,,,,Off Campus Site TBA TBA,,,,,"Aboulnasr, K.",Full Term
off campus,10,10,0,14569,MAR 4946,Internship Professional Sales,3,,,,Off Campus Site TBA TBA,,,,,"Aboulnasr, K.",Full Term
distance learning,25,7,0,14596,MAR 6735,Digital Marketing Strategy,3,,,,Online (Virtual),,,,,"Eastman, J.",Full Term
closed,30,0,5,15307,MAR 6805,Marketing Management,3,,,,Online (Virtual),,,,,"Park, T.",Full Term
distance learning,100,48,20,13988,MAR 6805,Marketing Management,3,,,,Online (Virtual),,,,,"Maher, A.",Session II (7 weeks)
on campus,35,17,0,13466,MAS 3105,Linear Algebra,3,M W F,09:30am,10:20am,University Library Classroom 438,,,,,"Adenbaum, B.",Full Term
on campus,35,31,0,14440,MAS 4106,Matrix Methods & Data Science,3,M W F,03:30pm,04:20pm,University Library Classroom 410,F,12:30pm,02:45pm,University Library Classroom 410,"Condori, A.",Full Term
on campus,25,11,0,13465,MAS 4302,Abstract Algebra II,3,T R,04:30pm,05:45pm,Whitaker Hall 269,T,03:00pm,05:15pm,Whitaker Hall 269,"Beatty, T.",Full Term
on campus,25,8,0,10290,MAS 4730,Computational Technology,2,W,11:30am,01:10pm,Whitaker Hall 269,,,,,"Shahul Hameed, J.",Full Term
on campus,35,33,0,15697,MAS 5117,Math for Machine Learning,3,M W F,04:30pm,05:20pm,University Library Classroom 410,W,03:00pm,05:15pm,University Library Classroom 410,"Condori, A.",Full Term
on campus,60,39,10,10317,MAT 1033,Intermediate Algebra,3,T R,12:00pm,01:15pm,Edwards Hall 112,R,10:00am,12:15pm,Edwards Hall 112,"Neubek, M.",Full Term
closed,60,0,0,15087,MAT 1033,Intermediate Algebra,3,,,,Online (Virtual),,,,,"Swanson, M.",Full Term
on campus,60,35,10,10259,MAT 1033,Intermediate Algebra,3,T R,10:30am,11:45am,Edwards Hall 112,T,10:00am,12:15pm,Edwards Hall 112,"Neubek, M.",Full Term
off campus,2,1,0,16137,MAT 4906,Independent Study,3,,,,Off Campus Site TBA TBA,,,,,"Johnson, K.",Full Term
on campus,25,11,0,10294,MAT 4937,Senior Seminar,2,W,01:30pm,03:10pm,Whitaker Hall 131,,,,,"Johnson, K.",Full Term
on campus,10,7,0,13478,MAT 6930,Research Seminar,3,T R,04:30pm,05:45pm,Merwin Hall 103,,,,,"Papkov, G.",Full Term
closed,30,0,0,14134,MCB 2010C,Microbiology with Lab,4,F,10:30am,01:15pm,Whitaker Hall 268,,,,,"Goulet-Miller, F.",Full Term
closed,30,0,2,10485,MCB 2010C,Microbiology with Lab,4,M W,01:30pm,04:15pm,Whitaker Hall 268,,,,,"Goulet-Miller, F.",Full Term
closed,30,0,3,10487,MCB 2010C,Microbiology with Lab,4,M W,07:30am,10:15am,Whitaker Hall 268,,,,,"Rolle, R.",Full Term
closed,30,0,2,10483,MCB 2010C,Microbiology with Lab,4,T R,10:30am,01:15pm,Whitaker Hall 268,,,,,"Rolle, R.",Full Term
closed,30,0,4,10482,MCB 2010C,Microbiology with Lab,4,,,,Online (Virtual),R,04:30pm,07:15pm,Whitaker Hall 268,"Goulet-Miller, F.",Full Term
